TransactionAmount,TransactionType,Location,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,days_since_last_transaction,hour_sin,hour_cos,week_sin,week_cos,month_sin,month_cos,transaction_hour,Channel_ATM,Channel_Branch,Channel_Online,CustomerOccupation_Doctor,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student
141.8,1,0.02161547212741752,18,116,1,1697.67,28.091666666666665,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,18,1,0,0,0,0,0,1
288.77,1,0.030147895335608646,55,110,1,8836.51,156.92291666666668,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.5000000000000004,0.8660254037844384,16,1,0,0,0,1,0,0
18.46,1,0.027872582480091012,68,213,1,6381.6,7.009027777777778,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.5000000000000004,0.8660254037844384,16,0,1,0,0,0,1,0
276.56,1,0.023321956769055744,68,15,1,8942.58,42.02638888888889,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.8660254037844387,-0.4999999999999998,17,0,1,0,1,0,0,0
46.24,1,0.023321956769055744,57,52,1,2569.56,0.0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,1.0,6.123233995736766e-17,16,0,1,0,0,1,0,0
654.49,0,0.023321956769055744,25,104,1,164.61,9.999305555555555,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.5000000000000004,0.8660254037844384,16,0,0,1,0,0,0,1
388.77,0,0.02844141069397042,26,30,1,1658.49,160.96875,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-2.4492935982947064e-16,1.0,16,0,0,1,0,0,0,1
127.57,1,0.02218430034129693,52,75,1,6118.2,3.013888888888889,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.8660254037844386,0.5000000000000001,17,1,0,0,0,0,1,0
264.14,1,0.01877133105802048,64,125,1,8459.26,14.052777777777777,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,17,1,0,0,1,0,0,0
46.96,1,0.02502844141069397,46,12,1,2028.92,72.97013888888888,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,16,0,0,1,0,1,0,0
510.7,0,0.02218430034129693,27,294,1,5828.48,20.011111111111113,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,16,0,0,1,0,0,0,1
100.27,1,0.026166097838452786,79,51,1,4309.9,6.936805555555556,-0.9659258262890683,-0.25881904510252063,0.0,1.0,-0.4999999999999997,-0.8660254037844388,17,0,0,1,0,0,1,0
155.56,0,0.023321956769055744,19,64,1,129.79,11.925694444444444,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.8660254037844387,-0.4999999999999998,16,0,1,0,0,0,0,1
108.96,1,0.02161547212741752,26,247,1,7597.66,0.0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,18,1,0,0,0,0,0,1
182.19,1,0.023321956769055744,26,53,1,1176.1,45.99930555555556,-0.8660254037844385,-0.5000000000000004,0.0,1.0,1.2246467991473532e-16,-1.0,16,0,1,0,0,0,0,1
119.89,1,0.026166097838452786,67,60,1,6697.77,12.035416666666666,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,17,1,0,0,1,0,0,0
1362.55,1,0.016496018202502846,29,106,1,2429.68,10.036805555555556,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,18,1,0,0,0,1,0,0
127.45,1,0.02502844141069397,44,197,1,1772.06,0.0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,16,0,0,1,1,0,0,0
239.85,1,0.026166097838452786,70,50,1,1477.63,0.0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,16,1,0,0,0,0,1,0
132.48,1,0.027872582480091012,36,101,1,9313.05,9.091666666666667,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,18,0,1,0,0,1,0,0
337.99,1,0.023321956769055744,70,115,1,9038.63,48.99791666666667,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,16,1,0,0,1,0,0,0
420.28,1,0.01820250284414107,35,144,1,8557.32,79.03472222222223,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,17,0,1,0,1,0,0,0
25.29,1,0.026166097838452786,50,125,1,5374.69,136.00694444444446,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,18,0,0,1,0,1,0,0
153.55,1,0.02502844141069397,37,16,1,5619.91,247.01944444444445,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,17,0,0,1,1,0,0,0
14.26,1,0.026734926052332197,50,37,1,2475.65,42.00972222222222,-0.9659258262890683,-0.25881904510252063,0.0,1.0,-0.5000000000000004,0.8660254037844384,17,0,1,0,0,1,0,0
123.35,0,0.01877133105802048,31,10,1,6852.16,163.96180555555554,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,17,0,0,1,1,0,0,0
242.03,1,0.01763367463026166,58,124,1,4382.73,0.0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,1.0,6.123233995736766e-17,16,0,0,1,0,1,0,0
38.37,1,0.02502844141069397,63,135,1,8647.04,30.995833333333334,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,16,1,0,0,1,0,0,0
23.01,1,0.02502844141069397,63,166,1,5958.75,14.059722222222222,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,18,0,1,0,0,0,1,0
475.36,1,0.02218430034129693,34,105,1,2000.6,6.886805555555555,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.8660254037844386,0.5000000000000001,16,1,0,0,0,1,0,0
76.16,1,0.022753128555176336,23,99,1,1072.25,0.0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,16,1,0,0,0,0,0,1
18.23,1,0.02218430034129693,56,28,1,8422.2,34.049305555555556,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,17,1,0,0,0,1,0,0
247.58,1,0.02502844141069397,39,152,1,778.74,7.045833333333333,-1.0,-1.8369701987210297e-16,0.0,1.0,0.49999999999999994,-0.8660254037844387,18,1,0,0,0,1,0,0
889.01,1,0.026734926052332197,36,169,1,4826.88,22.075694444444444,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,17,0,0,1,0,1,0,0
388.1,0,0.030147895335608646,73,40,1,3022.12,11.060416666666667,-1.0,-1.8369701987210297e-16,0.0,1.0,-0.8660254037844385,-0.5000000000000004,18,0,0,1,0,0,1,0
189.03,1,0.026166097838452786,28,50,1,1916.46,7.00625,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,17,1,0,0,0,0,0,1
183.22,1,0.02161547212741752,27,63,1,1024.42,72.025,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,18,1,0,0,0,0,0,1
348.7,0,0.023321956769055744,69,149,1,2445.58,104.93819444444445,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,17,0,1,0,0,0,1,0
167.14,1,0.02502844141069397,76,20,1,3877.73,35.05277777777778,-1.0,-1.8369701987210297e-16,0.0,1.0,0.8660254037844387,-0.4999999999999998,18,0,0,1,0,0,1,0
1137.63,1,0.01877133105802048,26,144,1,1629.12,7.980555555555555,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,16,1,0,0,0,0,0,1
27.44,1,0.020477815699658702,62,164,1,5950.48,9.997916666666667,-0.9659258262890683,-0.25881904510252063,0.0,1.0,-0.5000000000000004,0.8660254037844384,17,1,0,0,0,0,1,0
20.64,1,0.027872582480091012,22,59,1,949.38,48.97222222222222,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,16,0,1,0,0,0,0,1
31.7,0,0.025597269624573378,48,121,1,743.9,2.9763888888888888,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,16,1,0,0,1,0,0,0
560.15,0,0.027303754266211604,50,92,1,817.83,146.98125,-1.0,-1.8369701987210297e-16,0.0,1.0,-0.8660254037844385,-0.5000000000000004,18,0,0,1,0,1,0,0
204.56,0,0.023321956769055744,18,179,1,364.72,51.99652777777778,-0.9659258262890683,-0.25881904510252063,0.0,1.0,-1.0,-1.8369701987210297e-16,17,0,1,0,0,0,0,1
849.76,1,0.023890784982935155,25,269,1,373.88,131.01666666666668,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,16,1,0,0,0,0,0,1
71.29,1,0.02161547212741752,68,55,2,7225.63,9.928472222222222,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,17,1,0,0,0,0,1,0
309.56,1,0.027872582480091012,58,147,1,972.04,0.04513888888888889,-0.9659258262890683,-0.25881904510252063,0.0,1.0,1.2246467991473532e-16,-1.0,17,0,0,1,1,0,0,0
26.1,0,0.026166097838452786,66,115,1,5243.0,4.052777777777778,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,17,0,1,0,1,0,0,0
697.82,1,0.02161547212741752,44,153,1,6824.0,40.99930555555556,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.5000000000000004,0.8660254037844384,16,0,0,1,0,1,0,0
189.08,1,0.026166097838452786,68,238,1,10790.8,0.0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,1.0,6.123233995736766e-17,16,0,1,0,1,0,0,0
136.88,0,0.027303754266211604,24,71,1,7465.95,41.06527777777778,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,17,0,1,0,0,0,0,1
800.29,0,0.023321956769055744,20,84,1,693.4,97.00625,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-2.4492935982947064e-16,1.0,16,0,1,0,0,0,0,1
304.31,1,0.02161547212741752,27,33,1,868.61,8.988888888888889,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,16,0,1,0,0,0,0,1
220.23,1,0.02161547212741752,41,48,1,3438.02,17.099305555555556,-1.0,-1.8369701987210297e-16,0.0,1.0,-1.0,-1.8369701987210297e-16,18,1,0,0,0,1,0,0
233.1,0,0.02218430034129693,42,37,1,7469.2,0.0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.49999999999999994,0.8660254037844387,17,0,1,0,1,0,0,0
793.88,0,0.030147895335608646,22,252,1,1404.06,0.0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,16,1,0,0,0,0,0,1
14.34,0,0.027303754266211604,67,24,1,7932.51,8.019444444444444,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,17,0,0,1,0,0,1,0
213.33,1,0.023890784982935155,52,161,1,5400.44,0.0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.8660254037844385,-0.5000000000000004,16,1,0,0,0,0,1,0
119.95,0,0.02844141069397042,62,47,5,2596.61,19.06597222222222,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.8660254037844387,-0.4999999999999998,17,0,1,0,0,0,1,0
61.37,1,0.022753128555176336,75,164,1,4294.44,6.036111111111111,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.8660254037844386,0.5000000000000001,16,0,1,0,0,0,1,0
275.65,0,0.023890784982935155,28,14,1,4957.57,41.920833333333334,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.8660254037844385,-0.5000000000000004,16,0,1,0,0,1,0,0
216.03,1,0.020477815699658702,42,300,1,10462.77,42.03958333333333,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,18,1,0,0,1,0,0,0
152.18,0,0.030147895335608646,39,176,4,2459.84,49.017361111111114,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.8660254037844385,-0.5000000000000004,16,0,0,1,0,1,0,0
701.7,0,0.023890784982935155,61,64,1,6643.24,88.01388888888889,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,16,0,0,1,0,0,1,0
56.17,1,0.026166097838452786,27,283,1,1351.69,0.0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,16,0,1,0,0,0,0,1
50.4,1,0.02502844141069397,36,84,1,1677.01,0.0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,1.0,6.123233995736766e-17,17,0,1,0,1,0,0,0
68.28,1,0.020477815699658702,56,293,1,3213.16,87.00625,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,18,0,0,1,0,1,0,0
1431.54,1,0.019340159271899887,20,84,1,1171.98,60.00416666666667,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-2.4492935982947064e-16,1.0,16,0,0,1,0,0,0,1
163.22,1,0.026166097838452786,26,217,1,1788.27,0.0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,18,0,0,1,0,0,0,1
219.02,0,0.023321956769055744,54,68,1,7375.73,25.01388888888889,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.49999999999999994,0.8660254037844387,16,0,0,1,0,1,0,0
757.41,1,0.030147895335608646,22,37,1,9532.42,108.9798611111111,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,16,1,0,0,0,0,0,1
638.24,1,0.02218430034129693,48,64,1,5695.78,15.074305555555556,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,18,0,1,0,0,1,0,0
36.57,1,0.023890784982935155,62,69,1,2583.07,10.995833333333334,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.8660254037844385,-0.5000000000000004,16,1,0,0,0,0,1,0
345.94,1,0.019340159271899887,31,163,1,7624.56,10.006944444444445,-0.9659258262890683,-0.25881904510252063,0.0,1.0,-0.8660254037844386,0.5000000000000001,17,1,0,0,1,0,0,0
85.77,1,0.02502844141069397,38,93,1,9146.19,11.060416666666667,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,18,0,1,0,1,0,0,0
496.03,1,0.022753128555176336,61,265,1,12904.66,17.993055555555557,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,16,0,1,0,1,0,0,0
677.29,1,0.020477815699658702,27,287,1,627.79,28.097916666666666,-1.0,-1.8369701987210297e-16,0.0,1.0,0.49999999999999994,-0.8660254037844387,18,0,0,1,0,1,0,0
156.26,0,0.026734926052332197,46,160,1,7854.1,0.0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.49999999999999994,0.8660254037844387,17,0,1,0,0,1,0,0
406.12,1,0.020477815699658702,42,106,1,10501.53,91.03819444444444,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,17,1,0,0,1,0,0,0
398.36,1,0.022753128555176336,22,56,1,1863.7,139.96805555555557,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,16,1,0,0,0,0,0,1
256.34,1,0.019908987485779295,69,99,1,7471.63,0.013888888888888888,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.8660254037844385,-0.5000000000000004,16,0,1,0,0,0,1,0
571.93,1,0.01820250284414107,52,119,1,4026.03,72.06805555555556,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,17,0,0,1,0,0,1,0
395.16,1,0.02161547212741752,56,17,1,5340.73,69.00486111111111,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.4999999999999997,-0.8660254037844388,16,0,0,1,0,0,1,0
13.71,0,0.02502844141069397,38,148,1,8342.79,78.02638888888889,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,17,0,0,1,0,1,0,0
201.69,1,0.02502844141069397,59,299,1,7328.52,0.0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,16,1,0,0,1,0,0,0
217.61,1,0.02161547212741752,19,45,1,1404.53,73.00694444444444,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,17,1,0,0,0,0,0,1
40.9,1,0.027872582480091012,55,37,1,1514.34,28.0875,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,18,1,0,0,1,0,0,0
532.4,1,0.02844141069397042,22,149,1,1033.73,14.025,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,16,1,0,0,0,0,0,1
47.42,1,0.023321956769055744,64,28,1,8253.52,13.002777777777778,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,16,1,0,0,1,0,0,0
456.93,0,0.026734926052332197,28,193,1,7284.76,11.972222222222221,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,16,0,1,0,0,1,0,0
43.85,1,0.023321956769055744,62,122,1,4356.98,18.988194444444446,-0.8660254037844385,-0.5000000000000004,0.0,1.0,1.0,6.123233995736766e-17,16,1,0,0,0,0,1,0
48.72,1,0.026734926052332197,21,17,1,816.08,4.004166666666666,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,18,0,1,0,0,0,0,1
112.91,0,0.026166097838452786,27,135,1,4764.48,35.019444444444446,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,18,0,0,1,0,1,0,0
284.89,1,0.023890784982935155,53,115,1,9738.6,24.044444444444444,-0.9659258262890683,-0.25881904510252063,0.0,1.0,-2.4492935982947064e-16,1.0,17,0,0,1,1,0,0,0
346.11,1,0.01763367463026166,41,213,1,9551.64,0.0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,17,0,1,0,0,1,0,0
56.84,1,0.025597269624573378,45,185,1,7977.78,80.02916666666667,-0.9659258262890683,-0.25881904510252063,0.0,1.0,-0.8660254037844385,-0.5000000000000004,17,1,0,0,0,1,0,0
659.95,1,0.026166097838452786,60,114,1,3927.69,121.01805555555555,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,16,0,0,1,0,1,0,0
90.94,0,0.023321956769055744,63,56,1,3896.08,39.05763888888889,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,17,1,0,0,0,0,1,0
50.63,1,0.022753128555176336,64,143,1,4732.81,13.969444444444445,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,16,0,0,1,0,0,1,0
858.63,0,0.022753128555176336,27,185,1,1872.96,0.0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,17,0,1,0,0,0,0,1
17.79,1,0.02844141069397042,61,162,5,2281.9,48.014583333333334,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,17,0,1,0,0,0,1,0
468.32,1,0.023321956769055744,69,152,1,4710.04,16.955555555555556,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,16,0,0,1,0,0,1,0
124.22,1,0.027872582480091012,23,172,1,9695.04,130.04722222222222,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,17,1,0,0,0,0,0,1
205.58,1,0.019340159271899887,20,159,1,1501.95,2.0166666666666666,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,17,0,0,1,0,0,0,1
11.46,0,0.023321956769055744,75,64,1,7258.33,0.0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,17,0,1,0,0,0,1,0
606.27,1,0.02161547212741752,29,42,1,9668.78,92.00416666666666,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,17,0,1,0,1,0,0,0
29.38,0,0.01877133105802048,28,63,1,1663.31,0.9826388888888888,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,16,0,1,0,0,0,0,1
745.95,1,0.027303754266211604,58,127,1,13264.14,16.01875,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,16,1,0,0,1,0,0,0
161.38,0,0.023321956769055744,24,101,1,3900.34,79.91597222222222,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,16,0,0,1,0,0,0,1
0.99,1,0.030147895335608646,45,133,1,4317.85,208.01875,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,16,1,0,0,0,1,0,0
517.68,1,0.023890784982935155,31,24,1,11305.81,51.03333333333333,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,17,1,0,0,1,0,0,0
124.72,1,0.026166097838452786,33,105,1,6309.8,35.045138888888886,-0.9659258262890683,-0.25881904510252063,0.0,1.0,-0.4999999999999997,-0.8660254037844388,17,0,1,0,0,1,0,0
24.77,1,0.020477815699658702,62,55,1,5866.01,145.09097222222223,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,18,1,0,0,0,0,1,0
50.9,0,0.02844141069397042,28,150,1,1277.7,41.986805555555556,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.8660254037844387,-0.4999999999999998,16,0,0,1,0,0,0,1
744.41,0,0.020477815699658702,39,107,1,8842.47,21.000694444444445,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.4999999999999997,-0.8660254037844388,16,0,0,1,0,1,0,0
371.86,1,0.026166097838452786,46,91,1,1329.45,41.980555555555554,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.8660254037844386,0.5000000000000001,17,1,0,0,1,0,0,0
770.65,1,0.02844141069397042,31,137,1,7198.8,0.0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,17,0,0,1,1,0,0,0
733.29,1,0.026734926052332197,52,94,5,10427.0,0.0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,18,1,0,0,1,0,0,0
118.1,1,0.027303754266211604,54,167,1,895.66,5.999305555555556,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,16,0,0,1,0,1,0,0
95.23,1,0.02502844141069397,20,60,3,966.88,62.05972222222222,-1.0,-1.8369701987210297e-16,0.0,1.0,-0.8660254037844386,0.5000000000000001,18,0,0,1,0,0,0,1
432.63,1,0.023321956769055744,29,137,1,13648.36,9.022222222222222,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,17,1,0,0,1,0,0,0
170.97,1,0.02218430034129693,26,292,1,1265.27,52.02916666666667,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.49999999999999994,-0.8660254037844387,17,0,1,0,0,0,0,1
1169.59,1,0.02161547212741752,28,114,1,5946.45,119.02222222222223,-0.9659258262890683,-0.25881904510252063,0.0,1.0,-2.4492935982947064e-16,1.0,17,0,0,1,0,0,0,1
592.24,1,0.026166097838452786,52,140,1,9817.05,25.030555555555555,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.8660254037844386,0.5000000000000001,16,1,0,0,1,0,0,0
35.84,0,0.023321956769055744,54,172,1,4795.65,32.0375,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,17,0,0,1,0,0,1,0
76.51,0,0.023321956769055744,49,120,4,9475.4,69.9875,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.8660254037844387,-0.4999999999999998,16,0,0,1,0,1,0,0
17.1,1,0.015358361774744027,53,101,1,1619.54,76.98333333333333,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-2.4492935982947064e-16,1.0,16,1,0,0,0,0,1,0
946.94,1,0.027872582480091012,53,251,1,5579.11,24.979861111111113,-0.9659258262890683,-0.25881904510252063,0.0,1.0,-2.4492935982947064e-16,1.0,17,0,1,0,0,0,1,0
148.54,0,0.022753128555176336,71,107,1,5677.05,17.904166666666665,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,16,0,1,0,0,0,1,0
332.93,0,0.015358361774744027,35,293,1,2788.2,25.94375,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.5000000000000004,0.8660254037844384,16,0,1,0,0,1,0,0
133.73,0,0.02104664391353811,25,123,1,1872.22,68.89583333333333,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,16,0,0,1,0,0,0,1
29.92,0,0.02502844141069397,68,63,1,7855.01,265.94166666666666,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.49999999999999994,0.8660254037844387,16,0,0,1,1,0,0,0
547.87,1,0.022753128555176336,64,131,1,6155.76,14.015277777777778,-0.9659258262890683,-0.25881904510252063,0.0,1.0,-0.4999999999999997,-0.8660254037844388,17,1,0,0,0,0,1,0
333.39,1,0.02844141069397042,68,35,1,10628.59,16.909027777777776,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-1.0,-1.8369701987210297e-16,16,1,0,0,1,0,0,0
122.81,1,0.02104664391353811,52,12,1,8450.84,103.96805555555555,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,16,0,1,0,1,0,0,0
